"Time","{__name__=""gala_gopher_block_read_bytes"", blk_name=""openeuler-home"", disk_name=""sda"", first_minor=""2"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", major=""253"", scenario=""customersMemStress""}","{__name__=""gala_gopher_block_read_bytes"", blk_name=""openeuler-root"", disk_name=""sda"", first_minor=""0"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", major=""253"", scenario=""customersMemStress""}","{__name__=""gala_gopher_block_read_bytes"", blk_name=""openeuler-swap"", disk_name=""sda"", first_minor=""1"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", major=""253"", scenario=""customersMemStress""}","{__name__=""gala_gopher_block_read_bytes"", blk_name=""sda"", disk_name=""sda"", first_minor=""0"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", major=""8"", scenario=""customersMemStress""}"
2025-05-21 01:27:15,0,23109632,0,3784704
2025-05-21 01:27:30,0,8351744,0,3784704
2025-05-21 01:27:45,0,8351744,0,4632576
2025-05-21 01:28:00,0,8351744,0,4632576
2025-05-21 01:28:15,0,8351744,0,4632576
2025-05-21 01:28:30,0,8351744,0,4632576
2025-05-21 01:28:45,0,2510848,0,3399680
2025-05-21 01:29:00,0,2510848,0,3399680
2025-05-21 01:29:15,0,2510848,0,3399680
2025-05-21 01:29:30,0,995328,0,3399680
2025-05-21 01:29:45,0,995328,0,323584
2025-05-21 01:30:00,0,995328,0,323584
2025-05-21 01:30:15,0,995328,0,323584
2025-05-21 01:30:30,0,454656,0,323584
2025-05-21 01:30:45,0,454656,0,323584
2025-05-21 01:31:00,0,454656,0,23154688
2025-05-21 01:31:15,0,454656,0,23154688
2025-05-21 01:31:30,0,32251904,0,23154688
2025-05-21 01:31:45,0,32251904,0,23154688
2025-05-21 01:32:00,0,32251904,0,21458944
2025-05-21 01:32:15,0,32251904,0,21458944
2025-05-21 01:32:30,0,32251904,0,21458944
2025-05-21 01:32:45,0,93323264,0,21458944
2025-05-21 01:33:00,0,93323264,0,21458944
2025-05-21 01:33:15,0,93323264,0,90435584
2025-05-21 01:33:30,0,93323264,0,90435584
2025-05-21 01:33:45,0,16900096,0,90435584
2025-05-21 01:34:00,0,16900096,0,7606272
2025-05-21 01:34:15,0,16900096,0,7606272
2025-05-21 01:34:30,0,16900096,0,7606272
2025-05-21 01:34:45,0,0,4096,7606272
2025-05-21 01:35:00,8192,0,4096,20480
2025-05-21 01:35:15,8192,0,4096,20480
2025-05-21 01:35:30,8192,0,4096,20480
2025-05-21 01:35:45,8192,577536,4096,20480
2025-05-21 01:36:00,4096,577536,4096,20480
2025-05-21 01:36:15,4096,577536,4096,20480
2025-05-21 01:36:30,4096,577536,4096,20480
2025-05-21 01:36:45,4096,577536,4096,569344
2025-05-21 01:37:00,0,28672,4096,569344
2025-05-21 01:37:15,0,28672,4096,569344
2025-05-21 01:37:30,0,28672,4096,569344
2025-05-21 01:37:45,0,0,4096,28672
2025-05-21 01:38:00,4096,0,4096,28672
2025-05-21 01:38:15,4096,0,4096,28672
2025-05-21 01:38:30,4096,0,4096,28672
2025-05-21 01:38:45,4096,139264,4096,147456
2025-05-21 01:39:00,4096,139264,4096,147456
2025-05-21 01:39:15,4096,139264,4096,0
2025-05-21 01:39:30,4096,139264,4096,0
2025-05-21 01:39:45,4096,139264,,0
2025-05-21 01:40:00,0,0,,0
2025-05-21 01:40:15,0,0,,4096
2025-05-21 01:40:30,0,0,,4096
2025-05-21 01:40:45,0,0,,4096
2025-05-21 01:41:00,0,106496,8192,4096
2025-05-21 01:41:15,0,106496,8192,106496
2025-05-21 01:41:30,0,106496,8192,106496
2025-05-21 01:41:45,0,106496,8192,106496
2025-05-21 01:42:00,0,0,8192,106496
2025-05-21 01:42:15,0,0,8192,0
2025-05-21 01:42:30,0,0,8192,0
2025-05-21 01:42:45,0,0,8192,0
2025-05-21 01:43:00,0,0,8192,0
2025-05-21 01:43:15,0,0,8192,16384
2025-05-21 01:43:30,0,0,8192,16384
2025-05-21 01:43:45,0,0,8192,16384
2025-05-21 01:44:00,0,659456,8192,16384
2025-05-21 01:44:15,0,659456,8192,647168
2025-05-21 01:44:30,0,659456,8192,647168
2025-05-21 01:44:45,0,659456,8192,647168
2025-05-21 01:45:00,0,16384,8192,647168
2025-05-21 01:45:15,0,16384,8192,24576
2025-05-21 01:45:30,0,16384,8192,24576
2025-05-21 01:45:45,0,16384,8192,24576
2025-05-21 01:46:00,0,19513344,,24576
2025-05-21 01:46:15,0,19513344,,19505152
2025-05-21 01:46:30,0,19513344,,19505152
2025-05-21 01:46:45,0,19513344,,19505152
2025-05-21 01:47:00,0,19513344,,19505152
2025-05-21 01:47:15,0,0,,405504
2025-05-21 01:47:30,0,0,8192,405504
2025-05-21 01:47:45,0,0,8192,405504
2025-05-21 01:48:00,0,0,8192,405504
2025-05-21 01:48:15,0,0,8192,405504
2025-05-21 01:48:30,0,405504,8192,4096
2025-05-21 01:48:45,0,405504,8192,4096
2025-05-21 01:49:00,0,0,8192,4096
2025-05-21 01:49:15,0,0,8192,4096
2025-05-21 01:49:30,0,0,8192,0
2025-05-21 01:49:45,0,0,8192,0
2025-05-21 01:50:00,0,0,8192,0
2025-05-21 01:50:15,0,0,8192,0
2025-05-21 01:50:30,0,0,8192,0
2025-05-21 01:50:45,0,0,8192,4096
2025-05-21 01:51:00,0,0,8192,4096
2025-05-21 01:51:15,0,0,8192,4096
2025-05-21 01:51:30,0,0,8192,0
2025-05-21 01:51:45,0,0,8192,0
2025-05-21 01:52:00,0,0,8192,0
2025-05-21 01:52:15,0,0,8192,0
2025-05-21 01:52:30,0,0,,0
2025-05-21 01:52:45,0,0,,0
2025-05-21 01:53:00,0,0,,0
2025-05-21 01:53:15,0,0,,0
2025-05-21 01:53:30,0,0,,0
2025-05-21 01:53:45,0,0,,0
2025-05-21 01:54:00,0,0,,0
2025-05-21 01:54:15,0,0,8192,0
2025-05-21 01:54:30,0,0,8192,4096
2025-05-21 01:54:45,0,0,8192,4096
2025-05-21 01:55:00,0,0,8192,4096
2025-05-21 01:55:15,0,2105344,8192,4096
2025-05-21 01:55:30,0,2105344,8192,2285568
2025-05-21 01:55:45,0,2105344,8192,2285568
2025-05-21 01:56:00,16384,2105344,8192,2285568
2025-05-21 01:56:15,16384,163840,8192,2285568
2025-05-21 01:56:30,16384,163840,8192,0
2025-05-21 01:56:45,16384,163840,8192,0
2025-05-21 01:57:00,0,163840,8192,0
2025-05-21 01:57:15,0,0,8192,0
2025-05-21 01:57:30,0,0,8192,4096
2025-05-21 01:57:45,0,0,8192,4096
2025-05-21 01:58:00,0,0,8192,4096
2025-05-21 01:58:15,0,0,8192,4096
2025-05-21 01:58:30,0,0,8192,0
2025-05-21 01:58:45,0,0,8192,0
2025-05-21 01:59:00,0,0,8192,0
2025-05-21 01:59:15,0,0,,0
2025-05-21 01:59:30,0,0,,0
2025-05-21 01:59:45,0,0,,0
2025-05-21 02:00:00,0,0,,0
2025-05-21 02:00:15,0,0,,0
2025-05-21 02:00:30,0,0,,0
2025-05-21 02:00:45,0,0,8192,0
2025-05-21 02:01:00,0,0,8192,0
2025-05-21 02:01:15,0,0,8192,0
2025-05-21 02:01:30,0,16384,8192,0
2025-05-21 02:01:45,0,16384,8192,0
2025-05-21 02:02:00,0,16384,8192,0
2025-05-21 02:02:15,0,16384,8192,20480
2025-05-21 02:02:30,0,0,8192,20480
2025-05-21 02:02:45,0,0,8192,0
2025-05-21 02:03:00,0,0,8192,0
2025-05-21 02:03:15,0,0,8192,0
2025-05-21 02:03:30,0,0,8192,0
2025-05-21 02:03:45,0,0,8192,4096
2025-05-21 02:04:00,0,0,8192,4096
2025-05-21 02:04:15,0,0,8192,4096
2025-05-21 02:04:30,0,0,8192,4096
2025-05-21 02:04:45,0,0,8192,0
2025-05-21 02:05:00,0,0,8192,0
2025-05-21 02:05:15,0,0,8192,0
2025-05-21 02:05:30,0,0,8192,0
2025-05-21 02:05:45,0,0,,0
2025-05-21 02:06:00,0,0,,0
2025-05-21 02:06:15,0,0,,0
2025-05-21 02:06:30,0,0,,0
2025-05-21 02:06:45,0,4096,,4096
2025-05-21 02:07:00,0,4096,,4096
2025-05-21 02:07:15,0,4096,,4096
2025-05-21 02:07:30,0,4096,8192,4096
2025-05-21 02:07:45,0,64909312,8192,4096
2025-05-21 02:08:00,0,64909312,8192,65470464
2025-05-21 02:08:15,0,64909312,8192,65470464
2025-05-21 02:08:30,0,64909312,8192,65470464
2025-05-21 02:08:45,0,10858496,8192,65470464
2025-05-21 02:09:00,0,10858496,8192,10371072
2025-05-21 02:09:15,0,10858496,8192,10371072
2025-05-21 02:09:30,0,10858496,8192,10371072
2025-05-21 02:09:45,0,2424832,8192,10371072
2025-05-21 02:10:00,0,2424832,8192,2363392
2025-05-21 02:10:15,0,2424832,8192,2363392
2025-05-21 02:10:30,0,2424832,8192,2363392
2025-05-21 02:10:45,0,0,4096,2363392
2025-05-21 02:11:00,0,0,4096,4096
2025-05-21 02:11:15,0,0,4096,4096
2025-05-21 02:11:30,0,0,4096,4096
2025-05-21 02:11:45,0,1036288,0,4096
2025-05-21 02:12:00,0,1036288,0,1036288
2025-05-21 02:12:15,0,1036288,0,1036288
2025-05-21 02:12:30,0,1036288,0,1036288
2025-05-21 02:12:45,0,1036288,0,1036288
2025-05-21 02:13:00,0,2097152,0,2097152
2025-05-21 02:13:15,0,2097152,0,2097152
2025-05-21 02:13:30,0,2097152,0,2097152
2025-05-21 02:13:45,0,2097152,0,2097152
2025-05-21 02:14:00,0,0,0,2097152
2025-05-21 02:14:15,0,0,4096,4096
2025-05-21 02:14:30,0,0,4096,4096
2025-05-21 02:14:45,0,0,4096,4096
2025-05-21 02:15:00,0,34205696,4096,34217984
2025-05-21 02:15:15,0,34205696,4096,34217984
2025-05-21 02:15:30,0,34205696,4096,34217984
2025-05-21 02:15:45,0,34205696,4096,34217984
2025-05-21 02:16:00,0,49152,4096,34217984
2025-05-21 02:16:15,0,49152,4096,45056
2025-05-21 02:16:30,0,49152,12288,45056
2025-05-21 02:16:45,0,49152,12288,45056
2025-05-21 02:17:00,0,139264,12288,45056
2025-05-21 02:17:15,0,139264,12288,143360
2025-05-21 02:17:30,0,139264,12288,143360
2025-05-21 02:17:45,0,139264,12288,143360
2025-05-21 02:18:00,0,999424,12288,143360
2025-05-21 02:18:15,0,999424,12288,1003520
2025-05-21 02:18:30,0,999424,12288,1003520
2025-05-21 02:18:45,0,999424,12288,1003520
2025-05-21 02:19:00,0,999424,12288,1003520
2025-05-21 02:19:15,0,5709824,12288,5709824
2025-05-21 02:19:30,0,5709824,12288,5709824
2025-05-21 02:19:45,0,5709824,12288,5709824
2025-05-21 02:20:00,0,5709824,12288,5709824
2025-05-21 02:20:15,0,0,12288,0
2025-05-21 02:20:30,0,0,8192,0
2025-05-21 02:20:45,0,0,8192,0
2025-05-21 02:21:00,0,1572864,8192,0
2025-05-21 02:21:15,0,1572864,8192,1576960
2025-05-21 02:21:30,0,1572864,8192,1576960
2025-05-21 02:21:45,0,1572864,8192,1576960
2025-05-21 02:22:00,0,1572864,8192,1576960
2025-05-21 02:22:15,0,0,8192,0
2025-05-21 02:22:30,0,0,8192,0
2025-05-21 02:22:45,0,0,8192,0
2025-05-21 02:23:00,0,0,8192,0
2025-05-21 02:23:15,0,0,8192,4096
2025-05-21 02:23:30,0,0,8192,4096
2025-05-21 02:23:45,0,0,8192,4096
2025-05-21 02:24:00,0,0,8192,4096
2025-05-21 02:24:15,0,0,8192,0
2025-05-21 02:24:30,0,0,8192,0
2025-05-21 02:24:45,0,0,8192,0
2025-05-21 02:25:00,0,0,8192,0
2025-05-21 02:25:15,0,0,8192,0
2025-05-21 02:25:30,0,0,,28672
2025-05-21 02:25:45,0,0,,28672
2025-05-21 02:26:00,0,0,,28672
2025-05-21 02:26:15,0,28672,,28672
2025-05-21 02:26:30,0,28672,,0
2025-05-21 02:26:45,0,28672,,0
2025-05-21 02:27:00,0,28672,,0
2025-05-21 02:27:15,0,3051520,8192,0
2025-05-21 02:27:30,0,3051520,8192,3055616
2025-05-21 02:27:45,0,3051520,8192,3055616
2025-05-21 02:28:00,0,3051520,8192,3055616
2025-05-21 02:28:15,0,0,8192,3055616
2025-05-21 02:28:30,0,0,8192,0
2025-05-21 02:28:45,0,0,8192,0
2025-05-21 02:29:00,0,0,8192,0
2025-05-21 02:29:15,0,0,8192,0
2025-05-21 02:29:30,0,0,8192,679936
2025-05-21 02:29:45,0,0,8192,679936
2025-05-21 02:30:00,0,0,8192,679936
2025-05-21 02:30:15,0,0,8192,679936
2025-05-21 02:30:30,0,679936,8192,4096
2025-05-21 02:30:45,0,679936,8192,4096
2025-05-21 02:31:00,0,679936,8192,4096
2025-05-21 02:31:15,0,679936,8192,4096
2025-05-21 02:31:30,0,188416,8192,188416
2025-05-21 02:31:45,0,188416,8192,188416
2025-05-21 02:32:00,0,188416,8192,188416
2025-05-21 02:32:15,0,188416,,188416
2025-05-21 02:32:30,0,32768,,32768
2025-05-21 02:32:45,0,32768,,32768
2025-05-21 02:33:00,0,32768,,32768
2025-05-21 02:33:15,0,32768,,32768
2025-05-21 02:33:30,0,77824,,77824
2025-05-21 02:33:45,0,77824,8192,77824
2025-05-21 02:34:00,0,77824,8192,77824
2025-05-21 02:34:15,0,77824,8192,77824
2025-05-21 02:34:30,0,4194304,8192,4198400
2025-05-21 02:34:45,0,4194304,8192,4198400
2025-05-21 02:35:00,0,4194304,8192,4198400
2025-05-21 02:35:15,0,4194304,8192,4198400
2025-05-21 02:35:30,0,8192,8192,4198400
2025-05-21 02:35:45,0,8192,8192,8192
2025-05-21 02:36:00,0,8192,8192,8192
2025-05-21 02:36:15,0,8192,8192,8192
2025-05-21 02:36:30,0,0,8192,8192
2025-05-21 02:36:45,0,0,8192,4096
2025-05-21 02:37:00,0,0,8192,4096
2025-05-21 02:37:15,0,0,8192,4096
2025-05-21 02:37:30,0,20480,8192,4096
2025-05-21 02:37:45,0,20480,8192,20480
2025-05-21 02:38:00,0,20480,8192,20480
2025-05-21 02:38:15,0,20480,8192,20480
2025-05-21 02:38:30,0,20480,8192,20480
2025-05-21 02:38:45,0,4501504,,4501504
2025-05-21 02:39:00,0,4501504,,4501504
2025-05-21 02:39:15,0,4501504,,4501504
2025-05-21 02:39:30,0,4501504,,4501504
2025-05-21 02:39:45,0,0,,0
2025-05-21 02:40:00,0,0,,0
2025-05-21 02:40:15,0,0,8192,0
2025-05-21 02:40:30,0,0,8192,0
2025-05-21 02:40:45,0,0,8192,4096
2025-05-21 02:41:00,0,0,8192,4096
2025-05-21 02:41:15,0,0,8192,4096
2025-05-21 02:41:30,0,0,8192,4096
2025-05-21 02:41:45,0,0,8192,0
2025-05-21 02:42:00,0,0,8192,0
2025-05-21 02:42:15,0,0,8192,0
2025-05-21 02:42:30,0,0,8192,0
2025-05-21 02:42:45,0,20480,8192,20480
2025-05-21 02:43:00,0,20480,8192,20480
2025-05-21 02:43:15,0,20480,8192,20480
2025-05-21 02:43:30,0,20480,8192,20480
2025-05-21 02:43:45,0,0,8192,4096
2025-05-21 02:44:00,0,0,8192,4096
2025-05-21 02:44:15,0,0,8192,4096
2025-05-21 02:44:30,0,0,8192,4096
2025-05-21 02:44:45,0,0,8192,4096
2025-05-21 02:45:00,0,0,8192,0
2025-05-21 02:45:15,0,0,,0
2025-05-21 02:45:30,0,0,,0
2025-05-21 02:45:45,0,4096,,0
2025-05-21 02:46:00,0,4096,,4096
2025-05-21 02:46:15,0,4096,,4096
2025-05-21 02:46:30,0,4096,,4096
2025-05-21 02:46:45,0,8192,8192,4096
2025-05-21 02:47:00,0,8192,8192,12288
2025-05-21 02:47:15,0,8192,8192,12288
2025-05-21 02:47:30,0,8192,8192,12288
2025-05-21 02:47:45,0,8192,8192,12288
2025-05-21 02:48:00,0,0,8192,0
2025-05-21 02:48:15,0,0,8192,0
2025-05-21 02:48:30,0,0,8192,0
2025-05-21 02:48:45,0,0,8192,0
2025-05-21 02:49:00,0,0,8192,0
2025-05-21 02:49:15,0,0,8192,0
2025-05-21 02:49:30,0,0,8192,0
2025-05-21 02:49:45,0,0,8192,0
2025-05-21 02:50:00,0,0,8192,4096
2025-05-21 02:50:15,0,0,8192,4096
2025-05-21 02:50:30,0,0,8192,4096
2025-05-21 02:50:45,0,0,8192,4096
2025-05-21 02:51:00,0,835584,8192,835584
2025-05-21 02:51:15,0,835584,8192,835584
2025-05-21 02:51:30,0,835584,8192,835584
2025-05-21 02:51:45,0,835584,8192,835584
2025-05-21 02:52:00,0,4096,,835584
2025-05-21 02:52:15,0,4096,,4096
2025-05-21 02:52:30,0,4096,,4096
2025-05-21 02:52:45,0,4096,,4096
2025-05-21 02:53:00,0,0,,4096
2025-05-21 02:53:15,0,0,,0
2025-05-21 02:53:30,0,0,8192,0
2025-05-21 02:53:45,0,0,8192,0
2025-05-21 02:54:00,0,0,8192,0
2025-05-21 02:54:15,0,0,8192,4096
2025-05-21 02:54:30,0,0,8192,4096
