"Time","{__name__=""gala_gopher_block_write_bytes"", blk_name=""openeuler-home"", disk_name=""sda"", first_minor=""2"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", major=""253"", scenario=""customersMemStress""}","{__name__=""gala_gopher_block_write_bytes"", blk_name=""openeuler-root"", disk_name=""sda"", first_minor=""0"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", major=""253"", scenario=""customersMemStress""}","{__name__=""gala_gopher_block_write_bytes"", blk_name=""openeuler-swap"", disk_name=""sda"", first_minor=""1"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", major=""253"", scenario=""customersMemStress""}","{__name__=""gala_gopher_block_write_bytes"", blk_name=""sda"", disk_name=""sda"", first_minor=""0"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", major=""8"", scenario=""customersMemStress""}"
2025-05-21 01:21:15,499712,4288512,,4833280
2025-05-21 01:21:30,499712,4288512,,4833280
2025-05-21 01:21:45,868352,4288512,,5140480
2025-05-21 01:22:00,868352,4288512,,5140480
2025-05-21 01:22:15,868352,4517888,,5140480
2025-05-21 01:22:30,868352,4517888,,5140480
2025-05-21 01:22:45,528384,4517888,,4726784
2025-05-21 01:23:00,528384,4517888,,4726784
2025-05-21 01:23:15,528384,4157440,,4726784
2025-05-21 01:23:30,528384,4157440,,4726784
2025-05-21 01:23:45,815104,4157440,,4866048
2025-05-21 01:24:00,815104,4157440,,4866048
2025-05-21 01:24:15,815104,3457024,,4866048
2025-05-21 01:24:30,573440,3457024,,4866048
2025-05-21 01:24:45,573440,3457024,,4866048
2025-05-21 01:25:00,573440,3457024,,4866048
2025-05-21 01:25:15,573440,4866048,,4866048
2025-05-21 01:25:30,745472,4866048,,4866048
2025-05-21 01:25:45,745472,4866048,,5636096
2025-05-21 01:26:00,745472,4866048,,5636096
2025-05-21 01:26:15,745472,4866048,,5636096
2025-05-21 01:26:30,745472,4673536,,5636096
2025-05-21 01:26:45,479232,4673536,405504,5562368
2025-05-21 01:27:00,479232,4673536,405504,5562368
2025-05-21 01:27:15,479232,4673536,405504,5562368
2025-05-21 01:27:30,626688,4562944,405504,5562368
2025-05-21 01:27:45,626688,4562944,405504,5099520
2025-05-21 01:28:00,626688,4562944,405504,5099520
2025-05-21 01:28:15,626688,4562944,405504,5099520
2025-05-21 01:28:30,626688,4562944,483328,5099520
2025-05-21 01:28:45,688128,4558848,483328,5009408
2025-05-21 01:29:00,688128,4558848,483328,5009408
2025-05-21 01:29:15,688128,4558848,483328,5009408
2025-05-21 01:29:30,688128,4153344,483328,5009408
2025-05-21 01:29:45,573440,4153344,483328,4931584
2025-05-21 01:30:00,573440,4153344,483328,4931584
2025-05-21 01:30:15,573440,4153344,483328,4931584
2025-05-21 01:30:30,573440,4530176,483328,4931584
2025-05-21 01:30:45,806912,4530176,143360,4931584
2025-05-21 01:31:00,806912,4530176,143360,5259264
2025-05-21 01:31:15,806912,4530176,143360,5259264
2025-05-21 01:31:30,806912,4472832,143360,5259264
2025-05-21 01:31:45,806912,4472832,397312,5259264
2025-05-21 01:32:00,593920,4472832,397312,42115072
2025-05-21 01:32:15,593920,4472832,397312,42115072
2025-05-21 01:32:30,593920,4472832,397312,42115072
2025-05-21 01:32:45,593920,4083712,397312,42115072
2025-05-21 01:33:00,483328,4083712,397312,42115072
2025-05-21 01:33:15,483328,4083712,397312,77553664
2025-05-21 01:33:30,483328,4083712,397312,77553664
2025-05-21 01:33:45,483328,4313088,397312,77553664
2025-05-21 01:34:00,753664,4313088,397312,4259840
2025-05-21 01:34:15,753664,4313088,397312,4259840
2025-05-21 01:34:30,753664,4313088,397312,4259840
2025-05-21 01:34:45,753664,3014656,109592576,4259840
2025-05-21 01:35:00,536576,3014656,109592576,4255744
2025-05-21 01:35:15,536576,3014656,109592576,4255744
2025-05-21 01:35:30,536576,3014656,109592576,4255744
2025-05-21 01:35:45,536576,4059136,109592576,4255744
2025-05-21 01:36:00,737280,4059136,109592576,4255744
2025-05-21 01:36:15,737280,4059136,109592576,4255744
2025-05-21 01:36:30,737280,4059136,109592576,4255744
2025-05-21 01:36:45,737280,4059136,109592576,4648960
2025-05-21 01:37:00,483328,4419584,109592576,4648960
2025-05-21 01:37:15,483328,4419584,109592576,4648960
2025-05-21 01:37:30,483328,4419584,109592576,4648960
2025-05-21 01:37:45,483328,3747840,109592576,4870144
2025-05-21 01:38:00,557056,3747840,109592576,4870144
2025-05-21 01:38:15,557056,3747840,109592576,4870144
2025-05-21 01:38:30,557056,3747840,109592576,4870144
2025-05-21 01:38:45,557056,3936256,109592576,4153344
2025-05-21 01:39:00,557056,3936256,109592576,4153344
2025-05-21 01:39:15,557056,3936256,109592576,4067328
2025-05-21 01:39:30,557056,3936256,109592576,4067328
2025-05-21 01:39:45,557056,3936256,,4067328
2025-05-21 01:40:00,634880,3465216,,4067328
2025-05-21 01:40:15,634880,3465216,,4218880
2025-05-21 01:40:30,634880,3465216,,4218880
2025-05-21 01:40:45,634880,3465216,,4218880
2025-05-21 01:41:00,733184,2785280,0,4218880
2025-05-21 01:41:15,540672,2785280,0,3276800
2025-05-21 01:41:30,540672,2785280,0,3276800
2025-05-21 01:41:45,540672,2785280,0,3276800
2025-05-21 01:42:00,540672,1847296,0,3276800
2025-05-21 01:42:15,540672,1847296,0,2805760
2025-05-21 01:42:30,847872,1847296,0,2805760
2025-05-21 01:42:45,847872,1847296,0,2805760
2025-05-21 01:43:00,847872,2846720,0,2805760
2025-05-21 01:43:15,847872,2846720,0,2686976
2025-05-21 01:43:30,512000,2846720,0,2686976
2025-05-21 01:43:45,512000,2846720,0,2686976
2025-05-21 01:44:00,512000,1634304,0,2686976
2025-05-21 01:44:15,512000,1634304,0,3399680
2025-05-21 01:44:30,757760,1634304,0,3399680
2025-05-21 01:44:45,757760,1634304,0,3399680
2025-05-21 01:45:00,757760,3719168,0,3399680
2025-05-21 01:45:15,757760,3719168,0,3149824
2025-05-21 01:45:30,569344,3719168,0,3149824
2025-05-21 01:45:45,569344,3719168,0,3149824
2025-05-21 01:46:00,569344,1839104,,3149824
2025-05-21 01:46:15,569344,1839104,,3207168
2025-05-21 01:46:30,716800,1839104,,3207168
2025-05-21 01:46:45,716800,1839104,,3207168
2025-05-21 01:47:00,716800,1839104,,3207168
2025-05-21 01:47:15,716800,2064384,,2781184
2025-05-21 01:47:30,716800,2064384,0,2781184
2025-05-21 01:47:45,520192,2064384,0,2781184
2025-05-21 01:48:00,520192,2064384,0,2781184
2025-05-21 01:48:15,520192,2064384,0,2781184
2025-05-21 01:48:30,520192,2072576,0,2367488
2025-05-21 01:48:45,614400,2072576,0,2367488
2025-05-21 01:49:00,614400,1904640,0,2367488
2025-05-21 01:49:15,614400,1904640,0,2367488
2025-05-21 01:49:30,614400,1904640,0,2260992
2025-05-21 01:49:45,536576,1904640,0,2260992
2025-05-21 01:50:00,536576,1904640,0,2260992
2025-05-21 01:50:15,536576,2174976,0,2260992
2025-05-21 01:50:30,536576,2174976,0,2260992
2025-05-21 01:50:45,421888,2174976,0,2818048
2025-05-21 01:51:00,421888,2174976,0,2818048
2025-05-21 01:51:15,421888,2502656,0,2818048
2025-05-21 01:51:30,421888,2502656,0,3465216
2025-05-21 01:51:45,573440,2502656,0,3465216
2025-05-21 01:52:00,573440,2502656,0,3465216
2025-05-21 01:52:15,573440,3903488,0,3465216
2025-05-21 01:52:30,573440,3903488,,4444160
2025-05-21 01:52:45,573440,3903488,,4444160
2025-05-21 01:53:00,573440,3903488,,4444160
2025-05-21 01:53:15,712704,4292608,,4444160
2025-05-21 01:53:30,712704,4292608,,4874240
2025-05-21 01:53:45,630784,4292608,,4874240
2025-05-21 01:54:00,630784,4292608,,4874240
2025-05-21 01:54:15,630784,4161536,0,4874240
2025-05-21 01:54:30,630784,4161536,0,4694016
2025-05-21 01:54:45,512000,4161536,0,4694016
2025-05-21 01:55:00,512000,4161536,0,4694016
2025-05-21 01:55:15,512000,5386240,0,4694016
2025-05-21 01:55:30,512000,5386240,0,6451200
2025-05-21 01:55:45,512000,5386240,0,6451200
2025-05-21 01:56:00,847872,5386240,0,6451200
2025-05-21 01:56:15,847872,4476928,0,6451200
2025-05-21 01:56:30,847872,4476928,0,4870144
2025-05-21 01:56:45,847872,4476928,0,4870144
2025-05-21 01:57:00,643072,4476928,0,4870144
2025-05-21 01:57:15,643072,4026368,0,4870144
2025-05-21 01:57:30,643072,4026368,0,4620288
2025-05-21 01:57:45,643072,4026368,0,4620288
2025-05-21 01:58:00,671744,4026368,0,4620288
2025-05-21 01:58:15,671744,4468736,0,4620288
2025-05-21 01:58:30,671744,4468736,0,5046272
2025-05-21 01:58:45,671744,4468736,0,5046272
2025-05-21 01:59:00,663552,4468736,0,5046272
2025-05-21 01:59:15,663552,4055040,,5046272
2025-05-21 01:59:30,663552,4055040,,5046272
2025-05-21 01:59:45,663552,4055040,,4644864
2025-05-21 02:00:00,565248,4055040,,4644864
2025-05-21 02:00:15,565248,4055040,,4644864
2025-05-21 02:00:30,565248,4136960,,4644864
2025-05-21 02:00:45,565248,4136960,0,4685824
2025-05-21 02:01:00,475136,4136960,0,4685824
2025-05-21 02:01:15,475136,4136960,0,4685824
2025-05-21 02:01:30,475136,2478080,0,4685824
2025-05-21 02:01:45,475136,2478080,0,4685824
2025-05-21 02:02:00,475136,2478080,0,4685824
2025-05-21 02:02:15,503808,2478080,0,2228224
2025-05-21 02:02:30,503808,2740224,0,2228224
2025-05-21 02:02:45,503808,2740224,0,4386816
2025-05-21 02:03:00,503808,2740224,0,4386816
2025-05-21 02:03:15,638976,2740224,0,4386816
2025-05-21 02:03:30,638976,2740224,0,4386816
2025-05-21 02:03:45,638976,3096576,0,2781184
2025-05-21 02:04:00,638976,3096576,0,2781184
2025-05-21 02:04:15,397312,3096576,0,2781184
2025-05-21 02:04:30,397312,3096576,0,2781184
2025-05-21 02:04:45,397312,3747840,0,4337664
2025-05-21 02:05:00,397312,3747840,0,4337664
2025-05-21 02:05:15,520192,3747840,0,4337664
2025-05-21 02:05:30,520192,3747840,0,4337664
2025-05-21 02:05:45,520192,3719168,,4169728
2025-05-21 02:06:00,520192,3719168,,4169728
2025-05-21 02:06:15,688128,3719168,,4169728
2025-05-21 02:06:30,688128,3719168,,4169728
2025-05-21 02:06:45,688128,2359296,,2793472
2025-05-21 02:07:00,688128,2359296,,2793472
2025-05-21 02:07:15,688128,2359296,,2793472
2025-05-21 02:07:30,598016,2359296,24576,2793472
2025-05-21 02:07:45,598016,2576384,24576,2793472
2025-05-21 02:08:00,598016,2576384,24576,47017984
2025-05-21 02:08:15,598016,2576384,24576,47017984
2025-05-21 02:08:30,573440,2576384,24576,47017984
2025-05-21 02:08:45,573440,3358720,24576,47017984
2025-05-21 02:09:00,573440,3358720,24576,4268032
2025-05-21 02:09:15,573440,3358720,43700224,4268032
2025-05-21 02:09:30,688128,3358720,43700224,4268032
2025-05-21 02:09:45,688128,3969024,43700224,4268032
2025-05-21 02:10:00,688128,3969024,43700224,4845568
2025-05-21 02:10:15,688128,3969024,43700224,4845568
2025-05-21 02:10:30,847872,3969024,43700224,4845568
2025-05-21 02:10:45,847872,4038656,180224,4845568
2025-05-21 02:11:00,847872,4038656,180224,5013504
2025-05-21 02:11:15,847872,4038656,180224,5013504
2025-05-21 02:11:30,733184,4038656,180224,5013504
2025-05-21 02:11:45,733184,4108288,163840,5013504
2025-05-21 02:12:00,733184,4108288,163840,5013504
2025-05-21 02:12:15,733184,4108288,163840,5013504
2025-05-21 02:12:30,634880,4108288,163840,5013504
2025-05-21 02:12:45,634880,4108288,163840,5013504
2025-05-21 02:13:00,634880,4222976,147456,4825088
2025-05-21 02:13:15,634880,4222976,147456,4825088
2025-05-21 02:13:30,634880,4222976,147456,4825088
2025-05-21 02:13:45,626688,4222976,147456,4825088
2025-05-21 02:14:00,626688,4173824,147456,4825088
2025-05-21 02:14:15,626688,4173824,155648,5128192
2025-05-21 02:14:30,626688,4173824,155648,5128192
2025-05-21 02:14:45,741376,4173824,155648,5128192
2025-05-21 02:15:00,741376,2793472,155648,16936960
2025-05-21 02:15:15,741376,2793472,155648,16936960
2025-05-21 02:15:30,741376,2793472,155648,16936960
2025-05-21 02:15:45,565248,2793472,155648,16936960
2025-05-21 02:16:00,565248,3035136,155648,16936960
2025-05-21 02:16:15,565248,3035136,155648,3751936
2025-05-21 02:16:30,565248,3035136,13594624,3751936
2025-05-21 02:16:45,659456,3035136,13594624,3751936
2025-05-21 02:17:00,659456,3923968,13594624,3751936
2025-05-21 02:17:15,659456,3923968,13594624,4489216
2025-05-21 02:17:30,659456,3923968,13594624,4489216
2025-05-21 02:17:45,659456,3923968,13594624,4489216
2025-05-21 02:18:00,495616,3932160,13594624,4489216
2025-05-21 02:18:15,495616,3932160,13594624,4349952
2025-05-21 02:18:30,495616,3932160,13594624,4349952
2025-05-21 02:18:45,495616,3932160,13594624,4349952
2025-05-21 02:19:00,569344,3932160,13594624,4349952
2025-05-21 02:19:15,569344,4186112,13594624,4567040
2025-05-21 02:19:30,569344,4186112,13594624,4567040
2025-05-21 02:19:45,569344,4186112,13594624,4567040
2025-05-21 02:20:00,544768,4186112,13594624,4567040
2025-05-21 02:20:15,544768,3313664,13594624,3911680
2025-05-21 02:20:30,544768,3313664,0,3911680
2025-05-21 02:20:45,544768,3313664,0,3911680
2025-05-21 02:21:00,692224,3727360,0,3911680
2025-05-21 02:21:15,692224,3727360,0,4358144
2025-05-21 02:21:30,692224,3727360,0,4358144
2025-05-21 02:21:45,692224,3727360,0,4358144
2025-05-21 02:22:00,692224,3727360,0,4358144
2025-05-21 02:22:15,708608,3670016,0,4366336
2025-05-21 02:22:30,708608,3670016,0,4366336
2025-05-21 02:22:45,708608,3670016,0,4366336
2025-05-21 02:23:00,708608,3670016,0,4366336
2025-05-21 02:23:15,528384,2961408,0,3145728
2025-05-21 02:23:30,528384,2961408,0,3145728
2025-05-21 02:23:45,528384,2961408,0,3145728
2025-05-21 02:24:00,528384,2961408,0,3145728
2025-05-21 02:24:15,708608,3301376,0,3862528
2025-05-21 02:24:30,708608,3301376,0,3862528
2025-05-21 02:24:45,708608,3301376,0,3862528
2025-05-21 02:25:00,708608,3301376,0,3862528
2025-05-21 02:25:15,745472,3301376,0,3862528
2025-05-21 02:25:30,745472,1384448,,2592768
2025-05-21 02:25:45,745472,1384448,,2592768
2025-05-21 02:26:00,745472,1384448,,2592768
2025-05-21 02:26:15,880640,1806336,,2592768
2025-05-21 02:26:30,880640,1806336,,2342912
2025-05-21 02:26:45,880640,1806336,,2342912
2025-05-21 02:27:00,880640,1806336,,2342912
2025-05-21 02:27:15,880640,2347008,0,2342912
2025-05-21 02:27:30,753664,2347008,0,2883584
2025-05-21 02:27:45,753664,2347008,0,2883584
2025-05-21 02:28:00,753664,2347008,0,2883584
2025-05-21 02:28:15,753664,1638400,0,2883584
2025-05-21 02:28:30,684032,1638400,0,2387968
2025-05-21 02:28:45,684032,1638400,0,2387968
2025-05-21 02:29:00,684032,1638400,0,2387968
2025-05-21 02:29:15,684032,1638400,0,2387968
2025-05-21 02:29:30,495616,1421312,0,2023424
2025-05-21 02:29:45,495616,1421312,0,2023424
2025-05-21 02:30:00,495616,1421312,0,2023424
2025-05-21 02:30:15,495616,1421312,0,2023424
2025-05-21 02:30:30,663552,1662976,0,2473984
2025-05-21 02:30:45,663552,1662976,0,2473984
2025-05-21 02:31:00,663552,1662976,0,2473984
2025-05-21 02:31:15,663552,1662976,0,2473984
2025-05-21 02:31:30,663552,2580480,0,2940928
2025-05-21 02:31:45,516096,2580480,0,2940928
2025-05-21 02:32:00,516096,2580480,0,2940928
2025-05-21 02:32:15,516096,2580480,,2940928
2025-05-21 02:32:30,516096,3534848,,4071424
2025-05-21 02:32:45,401408,3534848,,4071424
2025-05-21 02:33:00,401408,3534848,,4071424
2025-05-21 02:33:15,401408,3534848,,4071424
2025-05-21 02:33:30,401408,1949696,,2318336
2025-05-21 02:33:45,532480,1949696,0,2318336
2025-05-21 02:34:00,532480,1949696,0,2318336
2025-05-21 02:34:15,532480,1949696,0,2318336
2025-05-21 02:34:30,532480,2826240,0,3239936
2025-05-21 02:34:45,483328,2826240,0,3239936
2025-05-21 02:35:00,483328,2826240,0,3239936
2025-05-21 02:35:15,483328,2826240,0,3239936
2025-05-21 02:35:30,483328,3653632,0,3239936
2025-05-21 02:35:45,655360,3653632,0,4337664
2025-05-21 02:36:00,655360,3653632,0,4337664
2025-05-21 02:36:15,655360,3653632,0,4337664
2025-05-21 02:36:30,655360,3895296,0,4337664
2025-05-21 02:36:45,593920,3895296,0,4399104
2025-05-21 02:37:00,593920,3895296,0,4399104
2025-05-21 02:37:15,593920,3895296,0,4399104
2025-05-21 02:37:30,593920,1826816,0,4399104
2025-05-21 02:37:45,659456,1826816,0,2449408
2025-05-21 02:38:00,659456,1826816,0,2449408
2025-05-21 02:38:15,659456,1826816,0,2449408
2025-05-21 02:38:30,659456,1826816,0,2449408
2025-05-21 02:38:45,458752,1552384,,4165632
2025-05-21 02:39:00,458752,1552384,,4165632
2025-05-21 02:39:15,458752,1552384,,4165632
2025-05-21 02:39:30,458752,1552384,,4165632
2025-05-21 02:39:45,626688,3579904,,2088960
2025-05-21 02:40:00,626688,3579904,,2088960
2025-05-21 02:40:15,626688,3579904,0,2088960
2025-05-21 02:40:30,626688,3579904,0,2088960
2025-05-21 02:40:45,626688,3825664,0,4976640
2025-05-21 02:41:00,741376,3825664,0,4976640
2025-05-21 02:41:15,741376,3825664,0,4976640
2025-05-21 02:41:30,741376,3825664,0,4976640
2025-05-21 02:41:45,741376,3948544,0,4231168
2025-05-21 02:42:00,712704,3948544,0,4231168
2025-05-21 02:42:15,712704,3948544,0,4231168
2025-05-21 02:42:30,712704,3948544,0,4231168
2025-05-21 02:42:45,712704,3596288,0,4268032
2025-05-21 02:43:00,716800,3596288,0,4268032
2025-05-21 02:43:15,716800,3596288,0,4268032
2025-05-21 02:43:30,716800,3596288,0,4268032
2025-05-21 02:43:45,716800,3178496,0,4087808
2025-05-21 02:44:00,679936,3178496,0,4087808
2025-05-21 02:44:15,679936,3178496,0,4087808
2025-05-21 02:44:30,679936,3178496,0,4087808
2025-05-21 02:44:45,679936,3198976,0,4087808
2025-05-21 02:45:00,643072,3198976,0,3985408
2025-05-21 02:45:15,643072,3198976,,3985408
2025-05-21 02:45:30,643072,3198976,,3985408
2025-05-21 02:45:45,643072,4222976,,3985408
2025-05-21 02:46:00,643072,4222976,,4427776
2025-05-21 02:46:15,413696,4222976,,4427776
2025-05-21 02:46:30,413696,4222976,,4427776
2025-05-21 02:46:45,413696,4206592,0,4427776
2025-05-21 02:47:00,413696,4206592,0,4784128
2025-05-21 02:47:15,491520,4206592,0,4784128
2025-05-21 02:47:30,491520,4206592,0,4784128
2025-05-21 02:47:45,491520,4206592,0,4784128
2025-05-21 02:48:00,491520,4096000,0,4382720
2025-05-21 02:48:15,552960,4096000,0,4382720
2025-05-21 02:48:30,552960,4096000,0,4382720
2025-05-21 02:48:45,552960,4096000,0,4382720
2025-05-21 02:49:00,552960,3842048,0,4427776
2025-05-21 02:49:15,552960,3842048,0,4427776
2025-05-21 02:49:30,552960,3842048,0,4427776
2025-05-21 02:49:45,552960,3842048,0,4427776
2025-05-21 02:50:00,356352,3624960,0,4284416
2025-05-21 02:50:15,786432,3624960,0,4284416
2025-05-21 02:50:30,786432,3624960,0,4284416
2025-05-21 02:50:45,786432,3624960,0,4284416
2025-05-21 02:51:00,786432,3768320,0,4399104
2025-05-21 02:51:15,561152,3768320,0,4399104
2025-05-21 02:51:30,561152,3768320,0,4399104
2025-05-21 02:51:45,561152,3768320,0,4399104
2025-05-21 02:52:00,561152,3690496,,4399104
2025-05-21 02:52:15,684032,3690496,,4411392
2025-05-21 02:52:30,684032,3690496,,4411392
2025-05-21 02:52:45,684032,3690496,,4411392
2025-05-21 02:53:00,684032,3784704,,4411392
2025-05-21 02:53:15,675840,3784704,,4280320
2025-05-21 02:53:30,675840,3784704,0,4280320
2025-05-21 02:53:45,675840,3784704,0,4280320
2025-05-21 02:54:00,675840,1593344,0,4280320
2025-05-21 02:54:15,729088,1593344,0,2215936
2025-05-21 02:54:30,729088,1593344,0,2215936
