minutes,apigateway_api_gateway,apigateway_source,blocklatency_disk sda,customersservice_customers_service,customersservice_source,iowait_cpu 0,iowait_cpu 1,iowait_cpu 2,iowait_cpu 3,iowait_cpu 4,iowait_cpu 5,iowait_cpu 6,iowait_cpu 7,iowait_cpu 8,iowait_cpu 9,iowait_source,irq_cpu 0,irq_cpu 1,irq_cpu 2,irq_cpu 3,irq_cpu 4,irq_cpu 5,irq_cpu 6,irq_cpu 7,irq_cpu 8,irq_cpu 9,irq_source,memavailable_mem_available,memavailable_source,memcache_mem_cache,memcache_source,memutil_mem_util,memutil_source,readbytes_openeuler-home,readbytes_openeuler-root,readbytes_openeuler-swap,readbytes_sda,readbytes_source,srtt_source,srtt_SRTT_cumulative,system_cpu 0,system_cpu 1,system_cpu 2,system_cpu 3,system_cpu 4,system_cpu 5,system_cpu 6,system_cpu 7,system_cpu 8,system_cpu 9,system_source,user_cpu 0,user_cpu 1,user_cpu 2,user_cpu 3,user_cpu 4,user_cpu 5,user_cpu 6,user_cpu 7,user_cpu 8,user_cpu 9,user_source,utilization_cpu 0,utilization_cpu 1,utilization_cpu 2,utilization_cpu 3,utilization_cpu 4,utilization_cpu 5,utilization_cpu 6,utilization_cpu 7,utilization_cpu 8,utilization_cpu 9,utilization_source,vetsservice_vets_service,vetsservice_source,visitsservice_visits_service,visitsservice_source,writebytes_openeuler-home,writebytes_openeuler-root,writebytes_openeuler-swap,writebytes_sda,writebytes_source
2025-05-17 17:03:45,0.0,THREADFULL,13,0.0,THREADFULL,96,113,326,150,55,29,14,26,0,0,THREADFULL,904,1033,884,812,661,967,675,971,0,0,THREADFULL,15098419,threadfull,4600610,threadfull,36.83215227770596,threadfull,990488,4909501,0,5796616,threadfull,THREADFULL,7074.839462798276,1283,1274,1284,1926,1979,1231,2014,1207,0,0,THREADFULL,7620,7870,7840,13050,13600,8110,13490,7990,0,0,THREADFULL,66.0,66.1,66.0,67.2,68.1,67.1,68.4,66.4,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1010842,4830817,5793142,2880042.852848485,threadfull
2025-05-17 17:04:00,0.0,THREADFULL,13,0.0,THREADFULL,103,118,337,148,40,35,17,26,0,0,THREADFULL,872,1049,889,803,651,978,662,941,0,0,THREADFULL,14961504,threadfull,4600466,threadfull,37.46132005437373,threadfull,990488,5242759,0,6439230,threadfull,THREADFULL,6825.413132080896,1328,1329,1358,2075,2021,1263,2101,1252,0,0,THREADFULL,7620,7870,7840,13050,13600,8110,13490,7990,0,0,THREADFULL,66.0,66.1,66.0,67.2,68.1,67.1,68.4,66.4,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1010842,5275620,6430806,2880042.852848485,threadfull
2025-05-17 17:04:15,0.0,THREADFULL,13,0.0,THREADFULL,126,83,209,138,78,123,50,27,0,0,THREADFULL,835,1101,904,766,663,1029,688,949,0,0,THREADFULL,14820771,threadfull,4600774,threadfull,37.46143432760051,threadfull,967443,5319523,0,6462141,threadfull,THREADFULL,6380.980053116821,1285,1323,1318,1988,1977,1298,1966,1235,0,0,THREADFULL,7293,7800,7853,12775,13167,7631,13222,8134,0,0,THREADFULL,61.64475476190479,63.77297036796542,63.59970119047619,63.194079365079375,64.69807838827838,63.59521643502697,65.99066791281471,64.30044067396194,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,964980,5326684,6474941,2880042.852848485,threadfull
2025-05-17 17:04:30,0.0,THREADFULL,13,0.0,THREADFULL,126,82,200,136,78,126,53,39,0,0,THREADFULL,835,1107,911,765,663,1032,689,953,0,0,THREADFULL,14775708,threadfull,4600966,threadfull,36.9,threadfull,991766,5272269,0,6532654,threadfull,THREADFULL,5845.986574587178,1277,1328,1316,1986,1946,1300,1964,1227,0,0,THREADFULL,7291,7800,7854,12778,13156,7634,13222,8136,0,0,THREADFULL,61.64542142857145,63.71177036796542,63.79520119047619,63.14541269841272,64.69807838827838,63.64944500645554,66.14354840732021,64.34635221242347,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,981401,5259985,6541629,2880042.852848485,threadfull
2025-05-17 17:04:45,0.0,THREADFULL,13,0.0,THREADFULL,49,26,53,23,154,431,66,89,0,0,THREADFULL,811,1208,989,742,711,1043,695,1036,0,0,THREADFULL,14535207,threadfull,4601363,threadfull,39.4,threadfull,1006507,5272269,0,6535193,threadfull,THREADFULL,5614.908302849786,1216,1329,1264,1910,1802,1319,1831,1135,0,0,THREADFULL,7201,7797,7761,12724,13078,7544,13205,8160,0,0,THREADFULL,60.93726309523812,62.99927804607677,63.18628769841271,62.80427738095238,63.94070277777779,62.25102626262626,64.57959655344658,63.72757368326116,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1005145,5259985,6543013,2880042.852848485,threadfull
2025-05-17 17:05:00,0.0,THREADFULL,13,0.0,THREADFULL,56,23,53,18,170,447,64,92,0,0,THREADFULL,808,1208,1009,716,698,1019,713,1050,0,0,THREADFULL,14399287,threadfull,4601815,threadfull,39.4,threadfull,1007974,5271665,0,6588264,threadfull,THREADFULL,5386.74094681441,1192,1327,1239,1880,1774,1314,1799,1116,0,0,THREADFULL,7151,7798,7725,12712,13042,7548,13237,8159,0,0,THREADFULL,60.37479761904767,62.6473222582973,62.83170753968256,62.65102857142856,63.39834087301588,61.69052069597071,63.98918499556,63.46866329365077,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1006418,5255368,6563352,2880042.852848485,threadfull
2025-05-17 17:05:15,0.0,THREADFULL,13,0.0,THREADFULL,51,47,75,52,260,345,64,101,0,0,THREADFULL,816,1145,1025,703,681,1046,800,1039,0,0,THREADFULL,14275463,threadfull,4602337,threadfull,39.4,threadfull,1015542,5209971,0,6558805,threadfull,THREADFULL,4945.850601697531,1160,1324,1242,1848,1679,1275,1764,1117,0,0,THREADFULL,7159,7785,7718,12796,13096,7617,13309,8166,0,0,THREADFULL,59.9488555555556,62.37024642857147,62.3870281746032,62.088369047619054,62.33664761904762,60.95449476356979,63.07048781481675,63.34272242063492,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1012373,5218400,6515990,2880042.852848485,threadfull
2025-05-17 17:05:30,0.0,THREADFULL,13,0.0,THREADFULL,49,49,73,56,261,345,64,101,0,0,THREADFULL,816,1133,1024,701,677,1054,800,1038,0,0,THREADFULL,14271569,threadfull,4603147,threadfull,40.149291928414726,threadfull,1215314,5136358,0,6413138,threadfull,THREADFULL,4840.571524611135,1156,1302,1241,1835,1655,1254,1764,1120,0,0,THREADFULL,7158,7774,7705,12841,13097,7669,13385,8138,0,0,THREADFULL,59.77510555555556,62.21557976190479,62.31696150793653,62.05926904761906,62.27354761904761,60.99797961205464,63.05603781481675,63.40508670634923,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1270858,5164929,6386897,2880042.852848485,threadfull
2025-05-17 17:05:45,0.0,THREADFULL,13,0.0,THREADFULL,14,94,25,67,282,126,15,79,0,0,THREADFULL,829,1037,972,586,598,1085,727,1023,0,0,THREADFULL,14235446,threadfull,4604523,threadfull,40.34026447531227,threadfull,1312435,5136358,0,6374415,threadfull,THREADFULL,4799.98434375327,1141,1207,1247,1697,1509,1134,1690,1223,0,0,THREADFULL,7145,7681,7639,12908,13109,7851,13633,8050,0,0,THREADFULL,59.50348214285714,61.01663174603172,61.08388015873015,62.146592857142885,62.060999603174594,61.453708592796126,63.46274386154781,63.09358432539684,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1326791,5164929,6340744,2880042.852848485,threadfull
2025-05-17 17:06:00,0.0,THREADFULL,13,0.0,THREADFULL,16,97,28,65,289,104,17,79,0,0,THREADFULL,831,1043,981,583,596,1089,724,1018,0,0,THREADFULL,14188992,threadfull,4604794,threadfull,40.55921999479279,threadfull,1348352,5127610,0,5998732,threadfull,THREADFULL,4896.458523757448,1127,1186,1241,1647,1489,1121,1675,1241,0,0,THREADFULL,7159,7682,7694,12926,13169,7918,13728,8057,0,0,THREADFULL,59.69719880952379,61.073782936507904,61.42382222222225,62.47314285714288,62.55013015873016,61.96078653984905,64.08884148059543,63.31099265873017,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1331744,5143649,5997967,2880042.852848485,threadfull
2025-05-17 17:06:15,0.0,THREADFULL,13,0.0,THREADFULL,73,76,57,70,242,84,54,78,0,0,THREADFULL,840,1076,966,607,649,1046,726,1042,0,0,THREADFULL,14119918,threadfull,4605044,threadfull,40.628065341113135,threadfull,1355942,4947623,0,5952865,threadfull,THREADFULL,5338.722436901306,1117,1171,1241,1605,1544,1108,1649,1210,0,0,THREADFULL,7181,7782,7748,13014,13203,7942,13828,8114,0,0,THREADFULL,60.377707142857126,61.72127420634919,61.93753968253972,63.06271428571429,63.18173968253966,62.3030812867688,64.7895712703963,63.75553194444446,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1333327,4891731,5941637,2880042.852848485,threadfull
2025-05-17 17:06:30,0.0,THREADFULL,13,0.0,THREADFULL,77,75,59,70,242,83,67,78,0,0,THREADFULL,840,1076,969,604,633,1054,726,1042,0,0,THREADFULL,14102721,threadfull,4605404,threadfull,40.81564848770511,threadfull,1406492,4877901,0,5967114,threadfull,THREADFULL,5624.595440180407,1115,1154,1228,1602,1546,1105,1648,1208,0,0,THREADFULL,7289,7885,7839,13212,13315,8000,13835,8180,0,0,THREADFULL,61.211873809523766,63.48642341269839,62.75971923436046,64.14192976190476,64.0793468253968,62.95256746864249,65.17602301032302,64.73311666666666,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1378223,4855853,5957152,2880042.852848485,threadfull
2025-05-17 17:06:45,0.0,THREADFULL,12,0.0,THREADFULL,229,33,122,70,250,44,215,43,0,0,THREADFULL,1021,1100,1009,658,675,979,700,1046,0,0,THREADFULL,13856690,threadfull,4606088,threadfull,41.82319240351152,threadfull,1423348,4869114,0,5975244,threadfull,THREADFULL,5696.701986012955,1103,1085,1126,1599,1623,1128,1623,1144,0,0,THREADFULL,7565,8171,8060,13666,13527,8077,13884,8518,0,0,THREADFULL,63.55904758986927,65.5865218253968,64.44439603174602,67.01684444444446,66.11033650793652,65.0364859235299,67.02387633200135,67.37655,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1385206,4847974,5959517,2880042.852848485,threadfull
2025-05-17 17:07:00,0.0,THREADFULL,12,0.0,THREADFULL,249,32,116,70,243,41,197,42,0,0,THREADFULL,1032,1122,1060,695,709,1005,713,1046,0,0,THREADFULL,13531495,threadfull,4606508,threadfull,42.960448894243015,threadfull,1429635,4866988,0,5991537,threadfull,THREADFULL,5792.026543942027,1093,1071,1092,1598,1612,1116,1606,1115,0,0,THREADFULL,7688,8277,8157,13804,13700,8158,13869,8599,0,0,THREADFULL,64.42556668531492,66.56271700521697,65.33179565580618,68.01236349206351,66.88113611111115,66.20161007537547,67.7559123792874,68.04440259740255,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1359024,4847974,5979285,2880042.852848485,threadfull
2025-05-17 17:07:15,0.0,THREADFULL,12,0.0,THREADFULL,271,66,116,70,177,109,136,55,0,0,THREADFULL,1047,1205,1132,777,837,1221,808,1060,0,0,THREADFULL,13420784,threadfull,4607163,threadfull,43.1943778590089,threadfull,1426039,4733790,0,6004961,threadfull,THREADFULL,6080.093643814378,1078,1053,1067,1597,1552,1080,1605,1091,0,0,THREADFULL,7710,8258,8225,13741,13880,8207,13849,8587,0,0,THREADFULL,65.31365506851182,67.53201823978844,66.22373435189792,68.66606204481795,67.22198434065939,66.23009768228607,68.35089318452015,68.57663009286033,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1352450,4788348,6000186,2880042.852848485,threadfull
2025-05-17 17:07:30,0.0,THREADFULL,12,0.0,THREADFULL,275,66,116,70,168,109,132,54,0,0,THREADFULL,1047,1255,1181,817,864,1312,905,1084,0,0,THREADFULL,13396182,threadfull,4607419,threadfull,43.27384452567556,threadfull,1277589,4741168,0,6065364,threadfull,THREADFULL,6346.880115800866,1048,1048,1066,1599,1539,1067,1605,1082,0,0,THREADFULL,7736,8255,8235,13675,13918,8218,13855,8609,0,0,THREADFULL,66.02529518395193,68.43083465392986,66.87899268523124,69.63123095238096,68.607331959707,66.71383953487793,68.93702179251552,69.32313956998453,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1273259,4762536,6050847,2871625.5728484853,threadfull
2025-05-17 17:07:45,0.0,THREADFULL,12,0.0,THREADFULL,416,85,139,79,41,445,44,58,0,0,THREADFULL,1329,1727,1627,1309,1201,2189,1357,1518,0,0,THREADFULL,13193133,threadfull,4608215,threadfull,44.05751451383584,threadfull,1251369,4779296,0,6088036,threadfull,THREADFULL,6545.631148719379,948,1022,1033,1594,1428,961,1578,1029,0,0,THREADFULL,7809,8205,8289,13643,14051,8210,13800,8517,0,0,THREADFULL,67.96679680451132,69.5403438978736,69.49435281385281,70.31314523809523,70.84319377093351,68.32047374087662,69.85113641386269,70.47215738720344,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1242410,4804922,6069273,2871625.5728484853,threadfull
2025-05-17 17:08:00,0.0,THREADFULL,12,0.0,THREADFULL,421,87,137,81,34,454,44,64,0,0,THREADFULL,1354,1781,1645,1350,1231,2385,1353,1658,0,0,THREADFULL,13108968,threadfull,4608709,threadfull,44.41529550922937,threadfull,1252828,4779296,0,6219429,threadfull,THREADFULL,6694.204450411709,954,1028,1041,1603,1435,963,1620,1034,0,0,THREADFULL,7831,8202,8315,13692,14275,8230,13860,8517,0,0,THREADFULL,68.70107521645026,69.94554967532466,69.94127265512262,70.63165813290833,71.33650400722496,69.24220386353176,70.78492122211001,70.786849467672,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1220483,4801495,6249355,2871625.5728484853,threadfull
2025-05-17 17:08:15,0.0,THREADFULL,13,0.0,THREADFULL,343,79,124,84,66,340,50,77,0,0,THREADFULL,1259,1476,1424,1062,1047,2056,1105,1354,0,0,THREADFULL,13069047,threadfull,4609302,threadfull,44.40457046093312,threadfull,1253247,4789783,0,6232037,threadfull,THREADFULL,6907.373792194424,1018,1084,1053,1633,1602,1045,1651,1055,0,0,THREADFULL,7923,8267,8357,13851,14453,8246,13946,8583,0,0,THREADFULL,69.70201847360157,70.88630996225997,71.20504570707068,71.7315422598925,72.47030847072644,70.24993402708407,71.52070885078165,71.69402277726641,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1216493,4806341,6234319,2871625.5728484853,threadfull
2025-05-17 17:08:30,0.0,THREADFULL,13,0.0,THREADFULL,330,79,120,86,71,340,50,77,0,0,THREADFULL,1236,1422,1357,1032,1030,1972,1080,1318,0,0,THREADFULL,13069047,threadfull,4609599,threadfull,44.41194823871089,threadfull,1158831,5176023,0,6218070,threadfull,THREADFULL,7126.977540043586,1018,1088,1051,1636,1619,1054,1660,1056,0,0,THREADFULL,8009,8323,8394,14111,14500,8245,14043,8601,0,0,THREADFULL,70.01995785089095,71.48414225663228,71.89913791486292,71.9557041646544,73.13366243898038,70.4000081612832,71.96409346159568,71.86697147856512,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1097623,5215142,6191521,2871625.5728484853,threadfull
2025-05-17 17:08:45,0.0,THREADFULL,13,0.0,THREADFULL,177,93,37,129,199,343,71,76,0,0,THREADFULL,878,1146,983,741,960,1473,847,1195,0,0,THREADFULL,13059251,threadfull,4609632,threadfull,44.42274766706033,threadfull,1124823,5203945,0,6209727,threadfull,THREADFULL,7193.542780052708,1135,1278,1191,1890,1841,1258,1976,1200,0,0,THREADFULL,8376,8474,8529,14530,14953,8275,14425,8698,0,0,THREADFULL,72.19093026818385,73.30848819145479,73.54924007936505,74.29889841269839,75.8178880952381,71.08024996392501,74.56534145299146,72.48315816056721,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1122801,5264948,6187467,2871625.5728484853,threadfull
2025-05-17 17:09:00,0.0,THREADFULL,13,0.0,THREADFULL,162,91,34,135,206,327,77,76,0,0,THREADFULL,838,1106,876,708,790,1193,781,1069,0,0,THREADFULL,13042872,threadfull,4609997,threadfull,44.547618544793714,threadfull,1113442,5101173,0,6200147,threadfull,THREADFULL,7004.7696933549805,1146,1290,1197,1975,1877,1275,2036,1220,0,0,THREADFULL,8434,8552,8609,14624,14966,8323,14587,8749,0,0,THREADFULL,72.65718994076099,73.5674497672759,74.02463373015873,75.12776724386723,76.300973015873,71.44479080425526,75.3707145867205,72.73168600225256,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1142677,5117736,6214755,2871625.5728484853,threadfull
2025-05-17 17:09:15,0.0,THREADFULL,13,0.0,THREADFULL,175,74,55,152,161,270,74,76,0,0,THREADFULL,779,1078,840,660,680,894,760,1034,0,0,THREADFULL,13018739,threadfull,4610769,threadfull,44.61390967033484,threadfull,1119126,4960875,0,6202735,threadfull,THREADFULL,6936.007500100519,1122,1199,1186,1912,1796,1236,1963,1179,0,0,THREADFULL,8454,8625,8721,14686,14923,8395,14825,8773,0,0,THREADFULL,72.63608789813601,74.27345201746306,74.78450039682541,75.46562936507938,75.72545064102562,71.9509758386653,76.49622790169603,72.74788659580798,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1144684,4891286,6216045,2871625.5728484853,threadfull
2025-05-17 17:09:30,0.0,THREADFULL,13,0.0,THREADFULL,176,65,54,158,158,269,74,76,0,0,THREADFULL,779,1084,840,650,673,878,749,1016,0,0,THREADFULL,12984574,threadfull,4611561,threadfull,44.72059235431753,threadfull,1285087,4879436,0,6192564,threadfull,THREADFULL,6963.4682692247325,1119,1167,1171,1886,1780,1216,1955,1174,0,0,THREADFULL,8449,8633,8735,14685,14918,8430,14873,8774,0,0,THREADFULL,72.57314504099315,74.31942503333606,75.18364642857145,75.4554626984127,75.87511730769228,72.06302742319188,76.66548821915634,72.76875326247466,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1311505,4828420,6200154,2838502.5861818176,threadfull
2025-05-17 17:09:45,0.0,THREADFULL,13,0.0,THREADFULL,285,14,20,290,119,315,44,76,0,0,THREADFULL,647,1196,875,529,540,687,674,872,0,0,THREADFULL,12780734,threadfull,4611806,threadfull,46.03797916455749,threadfull,1338151,4856085,0,6187103,threadfull,THREADFULL,6943.356854555921,1083,1028,1044,1755,1707,1132,1823,1141,0,0,THREADFULL,8322,8810,9176,14604,14629,8764,15470,8770,0,0,THREADFULL,71.78590467926905,75.09234361005319,76.4484722943723,75.13434285714285,75.55206796536795,73.61177901681653,78.74516424196719,73.15052336290408,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1349949,4827297,6193677,2838502.5861818176,threadfull
2025-05-17 17:10:00,0.0,THREADFULL,13,0.0,THREADFULL,290,15,20,292,125,314,41,76,0,0,THREADFULL,649,1180,878,527,522,675,671,846,0,0,THREADFULL,12670983,threadfull,4612076,threadfull,46.56711040129463,threadfull,1355018,4856085,0,6139293,threadfull,THREADFULL,6897.298668560032,1061,1017,1015,1718,1686,1123,1801,1126,0,0,THREADFULL,8305,8847,9242,14585,14580,8838,15601,8766,0,0,THREADFULL,71.46346410564175,75.26941573671424,76.55600039682541,74.83121428571428,75.3728632034632,73.87662206820956,78.78039034201096,73.0626419475071,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1339013,4826574,6129368,2838502.5861818176,threadfull
2025-05-17 17:10:15,0.0,THREADFULL,13,0.0,THREADFULL,247,31,17,242,144,246,47,74,0,0,THREADFULL,673,1024,832,595,508,766,658,842,0,0,THREADFULL,12604481,threadfull,4612533,threadfull,46.37855702772376,threadfull,1355018,4780693,0,6129302,threadfull,THREADFULL,6439.824407648525,1013,1004,1017,1652,1636,1077,1773,1110,0,0,THREADFULL,8317,8841,9111,14646,14636,8989,15619,8802,0,0,THREADFULL,71.22562304876723,74.80236877556138,75.53474047619046,74.5688428571429,75.13370789210786,74.60613815351317,78.87863131073995,73.15645327506843,0,0,THREADFULL,0.0,THREADFULL,0.0,THREADFULL,1339013,4825593,6120253,2838502.5861818176,threadfull
