Time,vets_service
2025-05-21 02:04:30,8
2025-05-21 02:04:45,8
2025-05-21 02:05:00,0
2025-05-21 02:05:15,0
2025-05-21 02:05:30,0
2025-05-21 02:05:45,0
2025-05-21 02:06:00,0
2025-05-21 02:06:15,0
2025-05-21 02:06:30,0
2025-05-21 02:06:45,0
2025-05-21 02:07:00,0
2025-05-21 02:07:15,0
2025-05-21 02:07:30,0
2025-05-21 02:07:45,0
2025-05-21 02:08:00,0
2025-05-21 02:08:15,0
2025-05-21 02:08:30,0
2025-05-21 02:08:45,0
2025-05-21 02:09:00,0
2025-05-21 02:09:15,0
2025-05-21 02:09:30,0
2025-05-21 02:09:45,0
2025-05-21 02:12:00,0
2025-05-21 02:12:15,0
2025-05-21 02:12:30,0
2025-05-21 02:12:45,0
2025-05-21 02:13:00,0
2025-05-21 02:13:15,0
2025-05-21 02:13:30,0
2025-05-21 02:13:45,0
2025-05-21 02:14:00,0
2025-05-21 02:14:15,0
2025-05-21 02:14:30,0
2025-05-21 02:14:45,0
2025-05-21 02:15:00,0
2025-05-21 02:15:15,0
2025-05-21 02:15:30,0
2025-05-21 02:15:45,0
2025-05-21 02:16:00,0
2025-05-21 02:16:15,0
2025-05-21 02:16:30,0
2025-05-21 02:16:45,0
2025-05-21 02:23:00,0
2025-05-21 02:23:15,0
2025-05-21 02:23:30,0
2025-05-21 02:23:45,0
2025-05-21 02:24:00,0
2025-05-21 02:24:15,0
2025-05-21 02:24:30,0
2025-05-21 02:24:45,0
2025-05-21 02:25:00,0
2025-05-21 02:25:15,0
2025-05-21 02:25:30,0
2025-05-21 02:25:45,0
2025-05-21 02:26:00,0
2025-05-21 02:26:15,0
2025-05-21 02:26:30,0
2025-05-21 02:26:45,0
2025-05-21 02:27:00,0
2025-05-21 02:27:15,0
2025-05-21 02:27:30,0
2025-05-21 02:27:45,0
2025-05-21 02:30:00,0
2025-05-21 02:30:15,0
2025-05-21 02:30:30,0
2025-05-21 02:30:45,0
2025-05-21 02:31:00,0
2025-05-21 02:31:15,0
2025-05-21 02:31:30,0
2025-05-21 02:31:45,0
2025-05-21 02:32:00,0
2025-05-21 02:32:15,0
2025-05-21 02:32:30,0
2025-05-21 02:32:45,0
2025-05-21 02:33:00,0
2025-05-21 02:33:15,0
2025-05-21 02:33:30,0
2025-05-21 02:33:45,0
2025-05-21 02:34:00,0
2025-05-21 02:34:15,0
2025-05-21 02:34:30,0
2025-05-21 02:34:45,0
2025-05-21 02:48:15,0
2025-05-21 02:48:30,0
2025-05-21 02:48:45,0
2025-05-21 02:49:00,0
2025-05-21 02:49:15,0
2025-05-21 02:49:30,0
2025-05-21 02:49:45,0
2025-05-21 02:50:00,0
2025-05-21 02:50:15,8
2025-05-21 02:50:30,8
2025-05-21 02:50:45,8
2025-05-21 02:51:00,8
2025-05-21 02:51:15,0
2025-05-21 02:51:30,0
2025-05-21 02:51:45,0
2025-05-21 02:52:00,0
2025-05-21 02:52:15,0
2025-05-21 02:52:30,0
2025-05-21 02:52:45,0
2025-05-21 02:53:00,0
2025-05-21 02:53:15,0
2025-05-21 02:53:30,0
2025-05-21 02:53:45,0
