Time,vets_service
2025-05-21 22:40:30,0
2025-05-21 22:40:45,0
2025-05-21 22:41:00,0
2025-05-21 22:41:15,0
2025-05-21 22:41:30,0
2025-05-21 22:41:45,0
2025-05-21 22:42:00,0
2025-05-21 22:42:15,0
2025-05-21 22:42:30,0
2025-05-21 22:42:45,0
2025-05-21 22:43:00,0
2025-05-21 22:43:15,0
2025-05-21 22:43:30,0
2025-05-21 22:43:45,0
2025-05-21 22:44:00,0
2025-05-21 22:45:15,21
2025-05-21 22:45:30,21
2025-05-21 22:45:45,8
2025-05-21 22:46:00,8
2025-05-21 22:46:15,3
2025-05-21 22:46:30,3
2025-05-21 22:46:45,0
2025-05-21 22:47:00,0
2025-05-21 22:47:15,0
2025-05-21 22:47:30,0
2025-05-21 22:47:45,0
2025-05-21 22:48:00,0
2025-05-21 22:48:15,0
2025-05-21 22:48:30,0
2025-05-21 22:48:45,0
2025-05-21 22:49:00,0
2025-05-21 22:49:15,0
2025-05-21 22:49:30,0
2025-05-21 22:49:45,0
2025-05-21 22:50:00,0
2025-05-21 22:50:15,0
2025-05-21 22:50:30,0
2025-05-21 22:50:45,0
2025-05-21 22:51:00,0
2025-05-21 22:51:15,0
2025-05-21 22:51:30,0
2025-05-21 22:51:45,0
2025-05-21 22:52:00,0
2025-05-21 22:52:15,7
2025-05-21 22:52:30,7
2025-05-21 22:52:45,7
2025-05-21 22:53:00,7
2025-05-21 22:53:15,1
2025-05-21 22:53:30,1
2025-05-21 22:53:45,1
2025-05-21 22:54:00,1
2025-05-21 22:54:15,1
2025-05-21 22:54:30,1
2025-05-21 22:54:45,1
2025-05-21 22:55:00,1
2025-05-21 22:55:15,1
2025-05-21 22:55:30,1
2025-05-21 22:55:45,1
2025-05-21 22:56:00,1
2025-05-21 22:56:15,1
2025-05-21 22:56:30,1
2025-05-21 22:56:45,1
2025-05-21 22:57:00,1
2025-05-21 22:57:15,1
2025-05-21 22:57:30,1
2025-05-21 22:57:45,1
2025-05-21 22:58:00,1
2025-05-21 23:06:15,0
2025-05-21 23:06:30,0
2025-05-21 23:06:45,0
2025-05-21 23:07:00,0
2025-05-21 23:07:15,0
2025-05-21 23:07:30,0
2025-05-21 23:07:45,0
2025-05-21 23:08:00,0
2025-05-21 23:08:15,0
2025-05-21 23:08:30,0
2025-05-21 23:08:45,0
2025-05-21 23:09:00,0
2025-05-21 23:09:15,0
2025-05-21 23:09:30,0
2025-05-21 23:09:45,0
2025-05-21 23:10:00,0
2025-05-21 23:10:15,0
2025-05-21 23:10:30,0
2025-05-21 23:10:45,0
2025-05-21 23:11:00,0
