"Time","{__name__=""gala_gopher_block_write_bytes"", blk_name=""openeuler-home"", disk_name=""sda"", first_minor=""2"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", major=""253"", scenario=""discovery-server-net-loss-20""}","{__name__=""gala_gopher_block_write_bytes"", blk_name=""openeuler-root"", disk_name=""sda"", first_minor=""0"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", major=""253"", scenario=""discovery-server-net-loss-20""}","{__name__=""gala_gopher_block_write_bytes"", blk_name=""sda"", disk_name=""sda"", first_minor=""0"", instance=""localhost:9888"", job=""gala-gopher"", machine_id=""e519aef0-09d0-4de2-b55b-e83d5d003f30-192.168.122.86"", major=""8"", scenario=""discovery-server-net-loss-20""}"
2025-05-13 04:17:45,1630208,5496832,6799360
2025-05-13 04:18:00,2191360,5189632,7467008
2025-05-13 04:18:15,2191360,5189632,7467008
2025-05-13 04:18:30,2191360,5189632,7467008
2025-05-13 04:18:45,2191360,5189632,7467008
2025-05-13 04:19:00,1744896,5054464,7143424
2025-05-13 04:19:15,1744896,5054464,7143424
2025-05-13 04:19:30,1744896,5054464,7143424
2025-05-13 04:19:45,1744896,5054464,7143424
2025-05-13 04:20:00,13602816,5242880,18501632
2025-05-13 04:20:15,13602816,5242880,18501632
2025-05-13 04:20:30,13602816,5242880,18501632
2025-05-13 04:20:45,13602816,5242880,18501632
2025-05-13 04:21:00,13602816,5242880,9801728
2025-05-13 04:21:15,4857856,5017600,9801728
2025-05-13 04:21:30,4857856,5017600,9801728
2025-05-13 04:21:45,4857856,5017600,9801728
2025-05-13 04:22:00,1703936,5017600,6586368
2025-05-13 04:22:15,1703936,4460544,6586368
2025-05-13 04:22:30,1703936,4460544,6586368
2025-05-13 04:22:45,1703936,4460544,6586368
2025-05-13 04:23:00,1781760,4460544,6160384
2025-05-13 04:23:15,1781760,4308992,6160384
2025-05-13 04:23:30,1781760,4308992,6160384
2025-05-13 04:23:45,1781760,4308992,6160384
2025-05-13 04:24:00,1683456,4308992,6221824
2025-05-13 04:24:15,1683456,4726784,6221824
2025-05-13 04:24:30,1683456,4726784,6221824
2025-05-13 04:24:45,1683456,4726784,6221824
2025-05-13 04:25:00,1884160,4726784,6520832
2025-05-13 04:25:15,1884160,4833280,6520832
2025-05-13 04:25:30,1884160,4833280,6520832
2025-05-13 04:25:45,1884160,4833280,6520832
2025-05-13 04:26:00,1884160,4833280,6295552
2025-05-13 04:26:15,1622016,6492160,6295552
2025-05-13 04:26:30,1622016,6492160,6295552
2025-05-13 04:26:45,1622016,6492160,6295552
2025-05-13 04:27:00,1527808,6492160,7233536
2025-05-13 04:27:15,1527808,6492160,7233536
2025-05-13 04:27:30,1527808,4481024,7233536
2025-05-13 04:27:45,1527808,4481024,7233536
2025-05-13 04:28:00,2109440,4481024,6119424
2025-05-13 04:28:15,2109440,4481024,6119424
2025-05-13 04:28:30,2109440,4120576,6119424
2025-05-13 04:28:45,2109440,4120576,6119424
2025-05-13 04:29:00,1667072,4120576,5955584
2025-05-13 04:29:15,1667072,4120576,5955584
2025-05-13 04:29:30,1667072,4300800,5955584
2025-05-13 04:29:45,1667072,4300800,5955584
2025-05-13 04:30:00,1523712,4300800,5836800
2025-05-13 04:30:15,1523712,4300800,5836800
2025-05-13 04:30:30,1523712,4300800,5836800
2025-05-13 04:30:45,1523712,4300800,5836800
2025-05-13 04:31:00,1679360,4300800,5738496
2025-05-13 04:31:15,1679360,4300800,5738496
2025-05-13 04:31:30,1679360,3137536,5738496
2025-05-13 04:31:45,1679360,3137536,5738496
2025-05-13 04:32:00,1036288,3137536,4300800
2025-05-13 04:32:15,1036288,3137536,4300800
2025-05-13 04:32:30,1036288,4415488,4300800
2025-05-13 04:32:45,1036288,4415488,4300800
2025-05-13 04:33:00,1728512,4415488,5980160
2025-05-13 04:33:15,1728512,4415488,5980160
2025-05-13 04:33:30,1728512,4259840,5980160
2025-05-13 04:33:45,1728512,4259840,5980160
2025-05-13 04:34:00,1556480,4259840,6074368
2025-05-13 04:34:15,1556480,4259840,6074368
2025-05-13 04:34:30,1556480,4567040,6074368
2025-05-13 04:34:45,1556480,4567040,6074368
2025-05-13 04:35:00,1556480,4567040,6074368
2025-05-13 04:35:15,1556480,4567040,6074368
2025-05-13 04:35:30,1261568,4325376,5627904
2025-05-13 04:35:45,1261568,4325376,5627904
2025-05-13 04:36:00,1753088,4325376,6025216
2025-05-13 04:36:15,1753088,4325376,6025216
2025-05-13 04:36:30,1753088,4472832,6025216
2025-05-13 04:36:45,1753088,4472832,6025216
2025-05-13 04:37:00,1261568,4472832,5349376
2025-05-13 04:37:15,1261568,4472832,5349376
2025-05-13 04:37:30,1261568,4472832,5349376
2025-05-13 04:37:45,1261568,4239360,5349376
2025-05-13 04:38:00,1396736,4239360,5705728
2025-05-13 04:38:15,1396736,4239360,5705728
2025-05-13 04:38:30,1396736,4239360,5705728
2025-05-13 04:38:45,1396736,3883008,5705728
2025-05-13 04:39:00,1404928,3883008,5300224
2025-05-13 04:39:15,1404928,3883008,5300224
2025-05-13 04:39:30,1404928,3883008,5300224
2025-05-13 04:39:45,1404928,4427776,5300224
2025-05-13 04:40:00,1462272,4427776,5836800
2025-05-13 04:40:15,1462272,4427776,5836800
2025-05-13 04:40:30,1462272,4427776,5836800
2025-05-13 04:40:45,1462272,4341760,5836800
2025-05-13 04:41:00,1339392,4341760,5599232
2025-05-13 04:41:15,1339392,4341760,5599232
2025-05-13 04:41:30,1339392,4341760,5599232
2025-05-13 04:41:45,1339392,3792896,5599232
2025-05-13 04:42:00,1069056,3792896,4546560
2025-05-13 04:42:15,1069056,3792896,4546560
2025-05-13 04:42:30,1069056,3792896,4546560
2025-05-13 04:42:45,1069056,4231168,4546560
2025-05-13 04:43:00,1122304,4231168,5443584
2025-05-13 04:43:15,1122304,4231168,5443584
2025-05-13 04:43:30,1122304,4231168,5443584
2025-05-13 04:43:45,1122304,4366336,5443584
2025-05-13 04:44:00,1224704,4366336,5505024
2025-05-13 04:44:15,1224704,4366336,5505024
2025-05-13 04:44:30,1224704,4366336,5505024
2025-05-13 04:44:45,1224704,2539520,5505024
2025-05-13 04:45:00,1241088,2539520,3162112
2025-05-13 04:45:15,1241088,2539520,3162112
2025-05-13 04:45:30,1241088,2539520,3162112
2025-05-13 04:45:45,1241088,3125248,3162112
2025-05-13 04:46:00,1204224,3125248,5021696
2025-05-13 04:46:15,1204224,3125248,5021696
2025-05-13 04:46:30,1204224,3125248,5021696
2025-05-13 04:46:45,1204224,4235264,5021696
2025-05-13 04:47:00,1204224,4235264,5021696
2025-05-13 04:47:15,1163264,4235264,5230592
2025-05-13 04:47:30,1163264,4235264,5230592
2025-05-13 04:47:45,1163264,4235264,5230592
2025-05-13 04:48:00,1163264,4321280,5230592
2025-05-13 04:48:15,1499136,4321280,5599232
2025-05-13 04:48:30,1499136,4321280,5599232
2025-05-13 04:48:45,1499136,4321280,5599232
2025-05-13 04:49:00,1499136,4042752,5599232
2025-05-13 04:49:15,1339392,4042752,5586944
2025-05-13 04:49:30,1339392,4042752,5586944
2025-05-13 04:49:45,1339392,4042752,5586944
2025-05-13 04:50:00,1339392,4407296,5586944
2025-05-13 04:50:15,1302528,4407296,5636096
2025-05-13 04:50:30,1302528,4407296,5636096
2025-05-13 04:50:45,1302528,4407296,5636096
2025-05-13 04:51:00,1302528,4509696,5636096
2025-05-13 04:51:15,14249984,4509696,18497536
2025-05-13 04:51:30,14249984,4509696,18497536
2025-05-13 04:51:45,14249984,4509696,18497536
2025-05-13 04:52:00,14249984,3751936,18497536
2025-05-13 04:52:15,1351680,3751936,4890624
2025-05-13 04:52:30,1351680,3751936,4890624
2025-05-13 04:52:45,1351680,3751936,4890624
2025-05-13 04:53:00,1351680,2805760,4890624
2025-05-13 04:53:15,1286144,2805760,4100096
2025-05-13 04:53:30,1286144,2805760,4100096
2025-05-13 04:53:45,1286144,2805760,4100096
2025-05-13 04:54:00,1286144,3248128,4100096
2025-05-13 04:54:15,1056768,3248128,4190208
2025-05-13 04:54:30,1056768,3248128,4190208
2025-05-13 04:54:45,1056768,3248128,4190208
2025-05-13 04:55:00,1056768,4206592,4190208
2025-05-13 04:55:15,1110016,4206592,5431296
2025-05-13 04:55:30,1110016,4206592,5431296
2025-05-13 04:55:45,1110016,4206592,5431296
2025-05-13 04:56:00,1110016,4472832,5431296
2025-05-13 04:56:15,1302528,4472832,5758976
2025-05-13 04:56:30,1302528,4472832,5758976
2025-05-13 04:56:45,1302528,4472832,5758976
2025-05-13 04:57:00,1302528,5357568,5758976
2025-05-13 04:57:15,1531904,5357568,6336512
2025-05-13 04:57:30,1531904,5357568,6336512
2025-05-13 04:57:45,1531904,5357568,6336512
2025-05-13 04:58:00,1531904,5357568,6336512
2025-05-13 04:58:15,1531904,3301376,6336512
2025-05-13 04:58:30,1409024,3301376,4861952
2025-05-13 04:58:45,1409024,3301376,4861952
2025-05-13 04:59:00,1409024,3301376,4861952
2025-05-13 04:59:15,1409024,3964928,4861952
2025-05-13 04:59:30,901120,3964928,4853760
2025-05-13 04:59:45,901120,3964928,4853760
2025-05-13 05:00:00,901120,3964928,4853760
2025-05-13 05:00:15,901120,4116480,4853760
2025-05-13 05:00:30,901120,4116480,4853760
2025-05-13 05:00:45,1097728,4116480,5214208
2025-05-13 05:01:00,1097728,4116480,5214208
2025-05-13 05:01:15,1413120,8826880,10330112
2025-05-13 05:01:30,1413120,8826880,10330112
2025-05-13 05:01:45,1413120,8826880,10330112
2025-05-13 05:02:00,1413120,8826880,10330112
2025-05-13 05:02:15,1265664,4358144,5287936
2025-05-13 05:02:30,1265664,4358144,5287936
2025-05-13 05:02:45,1265664,4358144,5287936
2025-05-13 05:03:00,1265664,4358144,5287936
2025-05-13 05:03:15,1298432,4358144,5361664
2025-05-13 05:03:30,1298432,4358144,5361664
2025-05-13 05:03:45,1298432,4358144,5361664
2025-05-13 05:04:00,1298432,4063232,5361664
2025-05-13 05:04:15,1208320,4063232,5181440
2025-05-13 05:04:30,1208320,4063232,5181440
2025-05-13 05:04:45,1208320,4063232,5181440
2025-05-13 05:05:00,1208320,4063232,5181440
2025-05-13 05:05:15,1208320,3973120,5181440
2025-05-13 05:05:30,1208320,3973120,5181440
2025-05-13 05:05:45,1208320,3973120,5181440
2025-05-13 05:06:00,1208320,3973120,5181440
2025-05-13 05:06:15,1245184,4218880,5529600
2025-05-13 05:06:30,1245184,4218880,5529600
2025-05-13 05:06:45,1245184,4218880,5529600
2025-05-13 05:07:00,1245184,4218880,5529600
2025-05-13 05:07:15,1372160,4096000,5042176
2025-05-13 05:07:30,1372160,4096000,5042176
2025-05-13 05:07:45,1372160,4096000,5042176
2025-05-13 05:08:00,1372160,4096000,5042176
2025-05-13 05:08:15,1417216,4210688,5644288
2025-05-13 05:08:30,1417216,4210688,5644288
2025-05-13 05:08:45,1417216,4210688,5644288
2025-05-13 05:09:00,1417216,4210688,5644288
2025-05-13 05:09:15,1224704,4210688,5120000
2025-05-13 05:09:30,1224704,3903488,5120000
2025-05-13 05:09:45,1224704,3903488,5120000
2025-05-13 05:10:00,1224704,3903488,5120000
2025-05-13 05:10:15,1216512,3903488,5025792
2025-05-13 05:10:30,1216512,4022272,5025792
2025-05-13 05:10:45,1216512,4022272,5025792
2025-05-13 05:11:00,1216512,4022272,5025792
2025-05-13 05:11:15,1187840,4022272,4145152
2025-05-13 05:11:30,1187840,2396160,4145152
