Time,vets_service,source,Minutes
2025-05-17 17:59:30,0,THREADFULL,79.75
2025-05-17 17:59:45,0,THREADFULL,80.0
2025-05-17 18:00:00,0,THREADFULL,80.25
2025-05-17 18:00:15,0,THREADFULL,80.5
2025-05-17 18:00:30,0,THREADFULL,80.75
2025-05-17 18:00:45,0,THREADFULL,81.0
2025-05-17 18:01:00,0,THREADFULL,81.25
2025-05-17 18:01:15,0,THREADFULL,81.5
2025-05-17 18:01:30,0,THREADFULL,81.75
2025-05-17 18:01:45,0,THREADFULL,82.0
2025-05-17 18:02:00,0,THREADFULL,82.25
2025-05-17 18:02:15,0,THREADFULL,82.5
2025-05-17 18:02:30,0,THREADFULL,82.75
2025-05-17 18:02:45,0,THREADFULL,83.0
2025-05-17 18:03:00,0,THREADFULL,83.25
2025-05-17 18:03:15,0,THREADFULL,83.5
2025-05-17 18:03:30,0,THREADFULL,83.75
2025-05-17 18:03:45,0,THREADFULL,84.0
2025-05-17 18:07:00,0,THREADFULL,87.25
2025-05-17 18:07:15,0,THREADFULL,87.5
2025-05-17 18:07:30,0,THREADFULL,87.75
2025-05-17 18:07:45,0,THREADFULL,88.0
2025-05-17 18:08:00,0,THREADFULL,88.25
2025-05-17 18:08:15,0,THREADFULL,88.5
2025-05-17 18:08:30,0,THREADFULL,88.75
2025-05-17 18:08:45,0,THREADFULL,89.0
2025-05-17 18:09:00,8,THREADFULL,89.25
2025-05-17 18:09:15,8,THREADFULL,89.5
2025-05-17 18:09:30,8,THREADFULL,89.75
2025-05-17 18:09:45,8,THREADFULL,90.0
2025-05-17 18:10:00,0,THREADFULL,90.25
2025-05-17 18:10:15,0,THREADFULL,90.5
2025-05-17 18:10:30,0,THREADFULL,90.75
2025-05-17 18:10:45,0,THREADFULL,91.0
2025-05-17 18:11:00,0,THREADFULL,91.25
2025-05-17 18:11:15,0,THREADFULL,91.5
2025-05-17 18:11:30,0,THREADFULL,91.75
2025-05-17 18:11:45,0,THREADFULL,92.0
2025-05-17 18:12:00,0,THREADFULL,92.25
2025-05-17 18:12:15,0,THREADFULL,92.5
2025-05-17 18:12:30,0,THREADFULL,92.75
2025-05-17 18:12:45,0,THREADFULL,93.0
2025-05-17 18:13:00,0,THREADFULL,93.25
2025-05-17 18:13:15,0,THREADFULL,93.5
2025-05-17 18:13:30,0,THREADFULL,93.75
2025-05-17 18:13:45,0,THREADFULL,94.0
2025-05-17 18:14:00,0,THREADFULL,94.25
2025-05-17 18:14:15,0,THREADFULL,94.5
2025-05-17 18:14:30,0,THREADFULL,94.75
2025-05-17 18:14:45,0,THREADFULL,95.0
2025-05-17 18:22:00,0,THREADFULL,102.25
2025-05-17 18:22:15,0,THREADFULL,102.5
2025-05-17 18:22:30,0,THREADFULL,102.75
2025-05-17 18:22:45,0,THREADFULL,103.0
2025-05-17 18:23:00,0,THREADFULL,103.25
2025-05-17 18:23:15,0,THREADFULL,103.5
2025-05-17 18:23:30,0,THREADFULL,103.75
2025-05-17 18:23:45,0,THREADFULL,104.0
2025-05-17 18:24:00,1,THREADFULL,104.25
2025-05-17 18:24:15,1,THREADFULL,104.5
2025-05-17 18:24:30,1,THREADFULL,104.75
2025-05-17 18:24:45,1,THREADFULL,105.0
2025-05-17 18:25:00,7,THREADFULL,105.25
2025-05-17 18:25:15,7,THREADFULL,105.5
2025-05-17 18:25:30,7,THREADFULL,105.75
2025-05-17 18:25:45,7,THREADFULL,106.0
2025-05-17 18:26:00,0,THREADFULL,106.25
2025-05-17 18:26:15,0,THREADFULL,106.5
2025-05-17 18:26:30,0,THREADFULL,106.75
2025-05-17 18:26:45,0,THREADFULL,107.0
2025-05-17 18:27:00,0,THREADFULL,107.25
2025-05-17 18:27:15,0,THREADFULL,107.5
2025-05-17 18:27:30,0,THREADFULL,107.75
2025-05-17 18:27:45,0,THREADFULL,108.0
2025-05-17 18:28:00,0,THREADFULL,108.25
2025-05-17 18:28:15,0,THREADFULL,108.5
2025-05-17 18:28:30,0,THREADFULL,108.75
2025-05-17 18:28:45,0,THREADFULL,109.0
2025-05-17 18:29:00,0,THREADFULL,109.25
2025-05-17 18:29:15,0,THREADFULL,109.5
2025-05-17 18:29:30,0,THREADFULL,109.75
2025-05-17 18:29:45,0,THREADFULL,110.0
2025-05-17 18:30:00,0,THREADFULL,110.25
2025-05-17 18:30:15,0,THREADFULL,110.5
2025-05-17 18:30:30,0,THREADFULL,110.75
2025-05-17 18:30:45,0,THREADFULL,111.0
